seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
7,0,1985,small,microstar_64,thrift,5.50,34.8,38.0,0.916,24,10,1,453,0,3500,7773,0,-4273,0.01
7,1,1985,small,microstar_64,thrift,5.10,31.2,38.0,0.820,12,9,0,266,0,3000,6743,0,-3743,0.01
7,2,1985,small,microstar_64,thrift,4.40,29.3,38.0,0.771,14,8,0,135,0,2800,6228,0,-3428,0.00
7,3,1986,small,microstar_64,thrift,5.00,30.6,38.0,0.804,15,8,0,443,0,2800,6228,0,-3428,0.01
7,4,1986,small,microstar_64,thrift,4.70,32.2,38.0,0.847,21,8,0,255,0,2700,5991,0,-3291,0.01
7,5,1986,small,microstar_64,thrift,4.90,28.8,38.0,0.758,8,7,0,404,0,2500,5491,0,-2991,0.01
7,6,1988,small,famiclone,thrift,6.40,34.8,38.0,0.916,11,7,0,15509,75226,4500,10047,0,69679,0.13
7,7,1988,small,famiclone,thrift,5.60,35.3,38.0,0.929,10,7,5,1202,0,6600,14700,0,-8100,0.01
7,9,1989,small,famiclone,thrift,6.30,39.3,38.0,1.034,3,4,3,8726,40459,4900,27097,16270,18262,0.07
7,8,1989,small,famiclone,thrift,8.30,38.5,38.0,1.014,4,7,5,666293,3428948,6400,14297,0,3421051,5.55
7,11,1989,medium,famiclone,thrift,6.10,145.3,166.0,0.875,2,6,1,8266,53186,10400,89398,66368,-25812,0.07
7,10,1989,medium,famiclone,thrift,7.80,168.4,166.0,1.014,1,8,1,168075,1271900,12500,102399,74568,1182001,1.40
7,12,1989,medium,famiclone,thrift,9.20,175.8,166.0,1.059,0,6,1,656258,5046824,10400,89398,66368,4967826,5.47
7,13,1990,medium,famiclone,meridian,8.00,159.7,166.0,0.962,0,6,1,144605,877558,19600,89398,66368,807760,1.21
7,14,1990,medium,famiclone,meridian,6.70,142.0,166.0,0.855,0,6,1,17740,91446,19600,89398,66368,21648,0.15
7,15,1990,medium,famiclone,meridian,7.50,168.1,166.0,1.013,0,6,1,52101,307918,19600,89398,66368,238120,0.43
7,16,1990,medium,famiclone,meridian,7.40,150.3,166.0,0.905,1,6,1,60594,363995,19600,89398,66368,294197,0.50
7,17,1990,medium,famiclone,meridian,9.80,208.5,166.0,1.256,1,7,1,598790,3794139,21800,100270,74664,3715669,4.99
7,18,1991,medium,famiclone,northgate,7.20,161.2,166.0,0.971,1,6,1,39484,178579,29900,89398,66368,119081,0.33
7,19,1991,medium,famiclone,northgate,9.20,176.8,166.0,1.065,0,6,1,401604,2105749,29900,89398,66368,2046251,3.35
7,20,1991,medium,famiclone,northgate,8.20,171.3,166.0,1.032,0,6,1,114971,590923,29900,92640,69610,528183,0.96
7,21,1991,medium,famiclone,northgate,7.10,155.8,166.0,0.939,0,6,1,31944,144505,29900,105182,82152,69223,0.27
7,22,1991,medium,famiclone,northgate,6.50,150.0,166.0,0.904,3,6,0,14207,50567,27500,93043,71883,-14976,0.12
7,23,1991,medium,famiclone,northgate,7.40,142.8,166.0,0.861,0,5,1,80088,415174,26700,101663,81129,340211,0.67
7,24,1992,medium,famiclone,northgate,7.80,173.1,166.0,1.043,0,6,1,46726,229873,29900,119448,96418,140325,0.39
7,25,1992,medium,ibm_compatible,northgate,8.90,175.0,166.0,1.054,0,6,1,426732,2640513,19700,114769,99648,2545444,4.74
7,26,1992,medium,ibm_compatible,northgate,8.00,160.6,166.0,0.968,3,6,0,150013,929637,18100,103907,89996,843830,1.67
7,27,1992,medium,ibm_compatible,atlas,9.60,181.4,166.0,1.093,0,6,1,426423,2128700,28700,125985,110864,2031415,4.74
7,28,1992,medium,ibm_compatible,atlas,8.20,163.6,166.0,0.985,1,6,1,211860,1064564,28700,125985,110864,967279,2.35
7,29,1992,medium,ibm_compatible,atlas,8.40,160.2,166.0,0.965,2,6,0,479835,2481625,26400,110917,97006,2397108,5.33
7,30,1993,large,pocket_play,atlas,8.50,1354.3,1300.0,1.042,0,36,1,610218,3504244,375500,815201,617592,3064543,7.63
7,31,1994,large,pocket_play,atlas,8.30,1290.9,1300.0,0.993,0,35,1,468041,2655203,362100,1003078,812490,2014225,5.85
7,32,1995,large,mega16,atlas,9.40,1479.0,1300.0,1.138,1,37,1,486817,2527109,579300,1280154,975263,1826255,4.87
