seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
6,0,1985,small,microstar_64,thrift,4.90,31.8,38.0,0.837,19,10,1,150,0,3500,7773,-4273,0.00
6,1,1985,small,microstar_64,thrift,5.80,35.2,38.0,0.926,22,9,0,903,2147,3000,6743,-1596,0.02
6,2,1985,small,microstar_64,thrift,3.90,30.2,38.0,0.795,22,9,0,76,0,2900,6506,-3606,0.00
6,3,1986,small,microstar_64,thrift,5.10,30.0,38.0,0.790,11,8,0,753,1592,2700,5991,-1699,0.02
6,4,1986,small,microstar_64,thrift,5.20,30.8,38.0,0.809,12,7,0,1125,3920,2500,5491,929,0.03
6,5,1986,small,microstar_64,thrift,5.90,36.5,38.0,0.959,14,8,0,2116,9366,2700,5991,6075,0.06
6,6,1987,small,microstar_64,thrift,6.80,37.2,38.0,0.978,8,7,5,3668,17340,3600,7991,12949,0.10
6,7,1987,small,famiclone,thrift,6.20,35.5,38.0,0.934,3,7,3,2218,5738,5700,12597,-1159,0.02
6,8,1987,small,famiclone,thrift,7.20,40.1,38.0,1.054,3,8,5,15293,72238,6800,15147,63891,0.13
6,10,1988,small,famiclone,thrift,4.60,26.9,38.0,0.707,2,3,0,643,260,3100,6811,-3451,0.01
6,9,1988,small,famiclone,thrift,7.60,39.4,38.0,1.036,1,7,5,57102,290184,6400,14297,282287,0.48
6,11,1988,small,famiclone,thrift,6.70,36.0,38.0,0.947,3,3,4,6544,29305,4800,10705,23400,0.05
6,12,1988,medium,famiclone,thrift,8.00,168.0,166.0,1.012,2,6,3,86884,656483,10000,22322,644161,0.72
6,13,1988,medium,famiclone,meridian,7.20,157.1,166.0,0.946,3,6,2,20355,106227,18800,22137,102890,0.17
6,14,1989,medium,famiclone,meridian,7.30,150.9,166.0,0.909,2,6,1,29511,163879,18500,21757,160622,0.25
6,15,1989,medium,famiclone,meridian,6.00,141.2,166.0,0.851,2,6,1,10251,44860,18900,22252,41508,0.09
6,16,1989,medium,famiclone,meridian,7.00,157.9,166.0,0.951,0,6,1,31259,175777,19000,22394,172383,0.26
6,17,1989,medium,famiclone,meridian,7.00,150.2,166.0,0.905,1,6,1,13325,64270,19200,22601,60869,0.11
6,18,1989,medium,famiclone,meridian,9.20,181.3,166.0,1.092,0,6,1,656171,4112744,19600,23030,4109314,5.47
6,19,1990,medium,famiclone,meridian,7.60,162.7,166.0,0.980,0,6,1,58020,350546,19600,23030,347116,0.48
6,20,1990,medium,famiclone,northgate,8.60,179.6,166.0,1.082,0,6,1,267783,1372821,29900,23030,1379691,2.23
6,21,1990,medium,famiclone,northgate,7.60,170.6,166.0,1.028,0,6,1,48174,225759,29900,23030,232629,0.40
6,22,1990,medium,famiclone,northgate,7.10,157.5,166.0,0.949,2,6,0,43375,204709,27500,21160,211049,0.36
6,23,1990,medium,famiclone,northgate,9.10,174.0,166.0,1.048,3,6,0,429627,2287798,27500,21160,2294138,3.58
6,24,1990,medium,famiclone,northgate,6.50,144.2,166.0,0.869,3,5,0,16775,67439,24300,18664,73075,0.14
6,25,1991,medium,famiclone,northgate,8.30,176.4,166.0,1.063,0,6,1,125771,660719,29900,23030,667589,1.05
6,26,1991,medium,famiclone,northgate,7.60,160.7,166.0,0.968,2,6,0,39161,189968,27500,21160,196308,0.33
6,27,1991,medium,famiclone,northgate,7.40,157.3,166.0,0.948,2,6,0,39627,194400,27500,21160,200740,0.33
6,28,1991,medium,famiclone,northgate,8.00,180.4,166.0,1.087,0,6,1,116267,626063,29900,23030,632933,0.97
6,30,1991,medium,famiclone,atlas,9.80,198.1,166.0,1.193,2,6,0,302172,1341826,40200,21160,1360866,2.52
6,29,1991,medium,famiclone,northgate,8.40,171.6,166.0,1.034,3,6,0,146488,807087,27500,21160,813427,1.22
6,31,1992,medium,famiclone,atlas,8.20,173.9,166.0,1.048,0,6,1,70352,284672,43800,23030,305442,0.59
6,32,1992,medium,ibm_compatible,atlas,7.80,156.6,166.0,0.943,0,6,1,186401,950706,28700,15121,964285,2.07
6,33,1992,medium,ibm_compatible,atlas,9.40,188.3,166.0,1.134,0,6,1,426586,2236888,28700,15121,2250467,4.74
6,34,1992,medium,ibm_compatible,atlas,7.80,160.7,166.0,0.968,0,6,1,146622,764097,28700,15121,777676,1.63
6,35,1992,medium,ibm_compatible,atlas,9.80,199.1,166.0,1.200,0,6,1,479117,2589073,28700,15121,2602652,5.32
6,36,1993,medium,ibm_compatible,atlas,9.10,172.9,166.0,1.042,0,6,1,479627,2642677,28700,15121,2656256,5.33
6,37,1993,large,pocket_play,atlas,9.40,1445.2,1300.0,1.112,1,36,1,603762,3724092,375500,197609,3901983,7.55
6,38,1994,large,pocket_play,atlas,7.60,1293.3,1300.0,0.995,0,36,1,408394,2427715,375500,197609,2605606,5.10
6,39,1995,large,mega16,atlas,8.50,1346.2,1300.0,1.036,0,36,1,488692,2719146,559000,294187,2983959,4.89
